Consumer_Address_Key,Consumer_Address_Country_Code_Key,Consumer_Address_Last_Update_Source_System_Key,Consumer_Address_Last_Postal_Opt_In_Opt_Out_Update_Source_System_Key,Consumer_Key,Consumer_Address_Type_Code_Key,Consumer_Address_Record_Valid_From_Date,Consumer_Address_Record_Valid_To_Date,HUI,Consumer_Address_Current_Record_Indicator,Consumer_Address_Postal_Opt_In_Opt_Out_Indicator,Consumer_Address_Postal_Opt_In_Opt_Out_Update_Date,Consumer_Address_Source_Last_Update_Date,Consumer_Line1_Address,Consumer_Line2_Address,Consumer_Line3_Address,Consumer_Address_City_Name,Consumer_Address_Zip_Code,Consumer_Address_Melissa_Identifier,Consumer_Address_Melissa_Delivery_Type_Code,Consumer_Address_Melissa_Result_Code,Consumer_Address_Melissa_Quality_Score_Code,Consumer_Address_Record_Created_Timestamp,Consumer_Address_Record_Modified_Timestamp
1,2,8,357,323577,191,2023-07-20,2024-01-03,Unit 1531 Box 5145DPO AE 31149,1,0,2021-10-17,2022-08-19,null,null,null,Reillyburgh,43970,null,null,null,Valid,2021-11-26 01:06:09,2021-12-20 10:03:58
1,3,455,730,325767,800,2021-07-17,2022-08-28,"5450 Shannon StreetsBobbyton, WY 24345",0,1,2022-02-23,2021-02-09,null,null,null,Wardfort,56802,null,null,null,Valid,2023-04-05 20:55:09,2023-12-17 07:28:08
1,3,768,459,334135,486,2023-07-05,2023-09-02,"638 Rodriguez Club Suite 201Lake Miaberg, TN 54586",0,1,2021-09-20,2021-05-09,null,null,null,North Susan,58526,null,null,null,Valid,2023-09-17 09:11:23,2023-10-18 11:08:07
1,3,951,230,343462,99,2023-11-11,2023-12-16,"8839 Williams SquaresBridgetport, CO 47203",0,0,2021-04-02,2023-05-05,null,null,null,Christopherborough,04520,null,null,null,Valid,2021-08-20 14:03:05,2022-01-19 19:05:48
1,3,147,509,376051,552,2021-06-27,2023-07-02,"68434 Roberts MountainsEast Elijah, RI 15778",0,1,2021-09-18,2023-09-20,null,null,null,Wyatthaven,65961,null,null,null,Valid,2021-03-15 00:35:32,2022-06-16 16:35:43
1,3,107,561,389073,429,2021-06-15,2023-05-22,"062 Russell ExtensionEvansshire, CT 56554",0,1,2021-07-31,2022-08-27,null,null,null,Lake Matthewberg,84390,null,null,null,Valid,2021-02-10 18:11:13,2023-04-30 13:22:57
1,3,787,890,393783,485,2024-01-09,2024-01-18,"35240 Michaela LockMillerchester, AZ 01174",1,0,2024-01-02,2023-12-13,null,null,null,East Johnbury,87182,null,null,null,Valid,2023-03-29 18:45:45,2023-05-29 05:15:13
1,3,991,305,425033,52,2021-05-25,2023-02-27,"7772 Elizabeth Prairie Apt. 321Port Samuel, NM 10134",0,1,2022-05-03,2021-06-17,null,null,null,East Jacqueline,96087,null,null,null,Valid,2021-12-15 17:18:43,2022-08-01 06:40:36
1,3,425,768,439650,726,2023-01-14,2024-01-07,"650 Molly RunAmybury, RI 65575",0,1,2023-03-04,2023-08-21,null,null,null,Williamsside,85780,null,null,null,Valid,2023-02-11 21:40:53,2023-07-06 13:02:22
1,1,148,829,442930,32,2022-04-22,2023-05-16,"868 Catherine Junctions Apt. 716Jamesburgh, MA 56962",0,1,2021-07-25,2023-10-29,null,null,null,Kathymouth,90817,null,null,null,Valid,2023-05-23 19:38:25,2023-10-20 11:39:35
1,3,933,463,462074,688,2022-09-30,2023-12-29,"1427 Dominique Mission Suite 827Murphyburgh, FM 54025",0,0,2023-01-23,2023-09-09,null,null,null,Angelashire,76831,null,null,null,Valid,2021-03-17 11:04:16,2023-09-20 06:40:54
1,2,207,838,463915,458,2023-03-06,2023-12-07,"7426 Amy Junctions Apt. 802Justinfurt, WA 82698",0,1,2023-10-12,2023-02-16,null,null,null,Marktown,06429,null,null,null,Valid,2023-12-04 21:41:08,2023-12-20 08:37:22
1,3,853,417,468553,353,2022-12-14,2023-05-03,"60174 Noah Village Suite 151Port Curtisborough, CT 16115",1,0,2023-04-13,2021-12-22,null,null,null,West Alicialand,74166,null,null,null,Invalid,2023-02-08 19:22:11,2023-07-03 06:20:17
1,1,865,467,540059,965,2022-02-26,2023-08-23,"71426 Danielle CreekNew Brandonmouth, GA 72270",1,0,2022-08-02,2021-04-01,null,null,null,Osbornstad,47015,null,null,null,Valid,2023-04-26 04:15:11,2024-01-10 05:39:53
1,2,745,24,540436,995,2023-04-14,2023-10-02,"05946 Turner Springs Suite 303Lake Kim, AZ 92138",0,1,2021-08-15,2021-09-07,null,null,null,West Samuel,99235,null,null,null,Valid,2022-07-13 07:30:48,2022-12-25 06:17:47
1,2,856,283,550584,644,2022-06-30,2023-12-02,"489 Jermaine Valleys Suite 037Wrightberg, FL 74045",0,1,2022-08-02,2022-12-25,null,null,null,Jeffreymouth,86052,null,null,null,Valid,2024-01-16 08:26:20,2024-01-21 04:58:20
1,2,189,321,570161,106,2023-08-03,2023-12-11,"69943 Angela StreetLake Alicia, IA 24076",0,1,2021-10-15,2024-01-21,null,null,null,Brownville,55081,null,null,null,Invalid,2022-03-04 15:33:47,2022-03-10 17:51:27
1,3,945,559,581470,286,2021-11-30,2023-11-10,"1733 Nicholas Glens Suite 736Leebury, RI 48393",1,0,2022-08-29,2022-11-27,null,null,null,West Jacobmouth,72693,null,null,null,Valid,2021-01-28 15:54:51,2023-02-11 22:46:16
1,2,65,254,585220,133,2021-05-14,2024-01-16,"397 Kimberly Fort Suite 334Yorkborough, MO 30570",0,1,2021-07-12,2022-02-16,null,null,null,Port Dawnchester,77465,null,null,null,Valid,2022-07-27 03:14:48,2023-01-25 08:58:21
1,2,123,176,596803,120,2021-12-31,2022-09-25,"9218 William BridgeGonzalestown, CO 99891",1,1,2023-10-08,2022-01-29,null,null,null,Amandamouth,51139,null,null,null,Valid,2022-05-29 01:33:48,2022-11-12 13:57:54
1,3,56,87,596943,449,2023-06-09,2023-12-25,"2045 Lowe Crescent Apt. 000East Karenborough, ME 90064",0,0,2021-09-08,2022-04-25,null,null,null,Jessicaton,78509,null,null,null,Valid,2021-10-21 00:35:02,2022-08-12 06:07:31
1,3,130,636,612864,907,2021-06-10,2023-06-17,"5471 Jacob Mountains Suite 371Davisstad, PW 23180",1,0,2021-04-29,2023-02-09,null,null,null,West Dianastad,84192,null,null,null,Valid,2022-05-31 13:08:34,2022-10-06 05:09:17
1,3,991,668,613089,463,2022-02-22,2022-11-05,USNV ScottFPO AA 55731,0,1,2023-07-25,2022-01-09,null,null,null,Buckleyberg,62463,null,null,null,Valid,2023-11-17 17:45:11,2023-12-28 04:50:25
1,3,937,204,616319,75,2022-02-02,2023-03-17,"16632 Parsons Field Apt. 154South Gerald, KY 56841",1,0,2023-09-25,2021-05-11,null,null,null,South Paulfort,99184,null,null,null,Valid,2021-10-25 20:18:30,2023-03-20 06:07:18
1,2,809,96,623007,929,2021-04-18,2024-01-16,"975 Garcia Summit Suite 923North Meghanberg, CO 74567",0,0,2022-09-27,2023-01-09,null,null,null,Bakerton,20129,null,null,null,Valid,2021-05-31 15:34:56,2022-11-17 20:36:53
1,2,801,396,630776,177,2022-05-31,2023-10-12,"757 Patterson Summit Suite 043South Mackenzie, IA 44645",1,0,2022-08-30,2022-11-25,null,null,null,Wellsstad,74935,null,null,null,Valid,2023-11-11 21:53:54,2024-01-04 21:59:59
1,2,595,786,650568,521,2021-02-13,2021-04-23,"048 Maria ShoalFoleyborough, DC 78061",0,1,2022-01-09,2022-08-01,null,null,null,Port Cynthiabury,14149,null,null,null,Valid,2023-06-02 11:25:19,2024-01-05 05:34:31
1,1,822,558,670520,531,2021-02-17,2022-03-24,"3765 Kristen CornerBergerfurt, ND 24403",1,0,2022-03-01,2021-09-06,null,null,null,North Emily,80771,null,null,null,Valid,2021-09-14 20:50:28,2022-07-12 02:35:45
1,3,250,672,673617,191,2021-12-03,2021-12-08,"2232 James LoafDavidborough, MN 83760",1,1,2021-05-30,2022-07-07,null,null,null,Lake Meganberg,39423,null,null,null,Valid,2023-02-25 04:06:28,2023-03-22 17:12:16
1,3,313,545,674348,873,2021-09-21,2022-07-31,"275 Melissa CircleThomastown, NC 52204",1,1,2021-04-20,2021-06-23,null,null,null,Lake Linda,95911,null,null,null,Valid,2023-07-20 10:46:15,2023-10-02 02:29:37
1,2,944,552,674719,199,2022-08-19,2024-01-07,"0157 Samantha RidgesNorth Laura, VT 76806",0,0,2023-03-22,2021-10-07,null,null,null,Jasonland,94682,null,null,null,Valid,2022-04-12 19:06:00,2023-11-07 06:03:56
1,2,450,696,684877,715,2023-11-09,2024-01-06,"5362 Mark Parks Suite 430Lake Donaldville, MP 61897",0,1,2021-05-29,2021-04-04,null,null,null,New Mark,96972,null,null,null,Invalid,2022-10-16 20:46:29,2023-05-05 06:30:04
1,1,210,608,689048,778,2023-05-31,2023-06-30,"555 Arthur Mount Apt. 858Port David, FL 34119",1,1,2022-07-18,2021-09-11,null,null,null,North Lisahaven,60222,null,null,null,Valid,2023-04-18 03:00:09,2023-09-22 03:13:06
1,1,867,586,689515,467,2023-08-29,2023-09-29,"90435 Robert PathBartlettbury, VA 25411",1,1,2021-05-11,2023-12-23,null,null,null,Port Pedro,84639,null,null,null,Valid,2021-08-05 12:40:56,2021-10-30 02:19:40
1,2,448,262,695110,676,2021-11-23,2023-06-18,"6701 Nicole Center Suite 416New Williamside, AR 73332",1,0,2021-11-22,2023-03-17,null,null,null,Chaseville,96037,null,null,null,Invalid,2022-05-24 22:16:31,2022-10-25 09:03:42
1,1,418,148,699155,672,2023-12-15,2024-01-03,"8610 Thompson Forges Apt. 840Cynthialand, MP 14236",0,0,2021-09-16,2021-05-19,null,null,null,Thomaschester,29986,null,null,null,Valid,2021-10-31 07:22:23,2022-08-13 07:07:10
1,1,2,71,702248,126,2023-03-08,2023-12-22,"0395 Michael Land Apt. 711West David, DC 83533",1,1,2021-10-30,2022-11-04,null,null,null,North Kristina,96393,null,null,null,Invalid,2023-12-23 05:44:15,2024-01-17 21:30:51
1,1,446,658,745786,334,2022-04-07,2023-01-22,"35740 Daniel CreekPamborough, NY 86437",0,1,2023-06-26,2021-04-25,null,null,null,Richardstad,59493,null,null,null,Valid,2023-09-15 16:07:13,2023-10-11 19:46:03
1,2,899,677,746029,344,2023-04-03,2024-01-12,Unit 7202 Box 8107DPO AA 50951,0,1,2022-01-13,2021-08-15,null,null,null,Stewartburgh,95709,null,null,null,Valid,2023-05-06 04:52:50,2023-05-22 20:14:07
1,3,743,245,749797,774,2022-03-02,2023-12-04,"103 Nicole PortAverytown, IL 18087",0,1,2023-01-04,2023-11-11,null,null,null,Sanchezburgh,90200,null,null,null,Valid,2021-06-12 07:58:06,2021-07-27 06:55:52
1,2,557,706,750442,378,2022-10-31,2023-04-12,"54246 Griffin Ranch Apt. 035Port Matthew, KY 83870",1,0,2021-05-28,2022-10-03,null,null,null,New Michaelview,21881,null,null,null,Valid,2023-04-30 08:34:34,2023-09-13 22:45:37
1,3,158,61,764718,85,2021-02-11,2021-09-10,"059 Foster Port Suite 869West Anneton, PA 68141",0,1,2021-07-02,2022-11-05,null,null,null,Lake George,86525,null,null,null,Valid,2022-09-20 17:07:08,2024-01-18 12:39:25
1,3,562,895,764833,350,2022-05-07,2024-01-01,"09485 Wilson LocksSouth Elizabethmouth, ME 75018",1,1,2023-06-05,2022-07-01,null,null,null,Connerbury,63012,null,null,null,Valid,2021-08-08 01:00:41,2022-06-11 12:26:03
1,3,723,967,779151,874,2023-01-25,2023-05-29,"785 Larry Mount Apt. 089Shawnshire, AZ 19100",0,1,2021-03-29,2022-01-31,null,null,null,North Katherine,39154,null,null,null,Valid,2023-10-14 23:58:32,2023-10-17 14:42:25
1,1,706,463,786018,499,2021-09-02,2022-11-23,"8326 Norton CovesPeterfort, VA 31456",0,0,2021-08-19,2022-08-29,null,null,null,Thompsonchester,91553,null,null,null,Valid,2023-06-04 02:46:20,2023-08-12 09:09:54
1,2,405,817,792208,549,2023-07-21,2023-12-10,"99212 Moore River Apt. 413Jillmouth, HI 54094",1,1,2022-09-13,2024-01-12,null,null,null,Hamiltonport,94218,null,null,null,Valid,2024-01-12 19:18:54,2024-01-25 08:00:55
1,1,516,661,800415,6,2023-02-10,2023-07-23,"9610 Horn MillWest Randyview, KY 45909",0,0,2022-08-04,2021-09-30,null,null,null,New Tylerport,78788,null,null,null,Valid,2022-10-25 12:15:22,2023-06-25 17:33:16
1,2,734,107,817753,310,2023-02-14,2023-04-27,"881 Washington Summit Apt. 550Lloydmouth, SC 71717",0,0,2022-05-25,2023-08-22,null,null,null,Troyside,95546,null,null,null,Valid,2021-08-23 15:16:36,2021-10-19 00:32:41
1,1,448,441,839766,821,2021-03-29,2023-09-16,USCGC RoseFPO AE 92654,0,1,2021-04-05,2023-05-08,null,null,null,Lake Joshua,94760,null,null,null,Valid,2023-02-26 18:21:57,2023-03-04 05:14:15
1,1,67,145,846123,537,2022-05-30,2023-08-14,"283 Tyler SpringsWest David, UT 99220",1,1,2023-01-03,2023-01-07,null,null,null,Moonchester,83817,null,null,null,Valid,2021-05-01 03:07:16,2022-09-13 21:52:41
1,2,17,59,846593,692,2023-11-21,2023-12-27,"8798 James Causeway Suite 448Hendersonshire, CA 78937",0,1,2022-01-07,2024-01-17,null,null,null,West Sarahmouth,44889,null,null,null,Invalid,2023-04-22 12:26:54,2023-07-18 10:38:29
1,1,997,312,847142,159,2022-08-13,2023-04-07,"4620 Linda Keys Apt. 888Ashleeside, VA 88854",1,1,2022-07-14,2023-10-19,null,null,null,Gouldfurt,55847,null,null,null,Valid,2021-09-12 17:36:15,2022-09-01 19:16:55
1,3,554,778,847405,336,2023-02-05,2023-07-02,Unit 6065 Box 9722DPO AP 35129,1,0,2023-03-22,2023-09-18,null,null,null,Port George,19827,null,null,null,Valid,2022-07-26 11:41:21,2023-02-15 04:46:35
1,1,798,89,852644,796,2021-09-02,2021-09-17,"3261 William Corner Suite 383Erinstad, OK 66227",1,1,2022-02-16,2021-12-07,null,null,null,New Seth,60000,null,null,null,Invalid,2023-03-13 00:42:31,2023-05-04 16:54:32
1,2,43,60,852770,869,2023-08-20,2023-08-31,"31484 Randy SpringLake Matthew, VI 84322",0,1,2022-06-27,2021-08-11,null,null,null,West Bradleymouth,67553,null,null,null,Valid,2021-06-18 21:31:35,2022-06-22 02:55:32
1,2,787,47,863410,313,2022-06-07,2023-07-15,"2297 Patricia DivideElaineshire, MI 63660",1,0,2022-12-30,2021-02-28,null,null,null,Jamesmouth,49872,null,null,null,Valid,2021-05-11 00:09:35,2021-11-17 13:35:54
1,2,111,156,864498,876,2023-07-23,2023-12-12,"66303 Tara IsleEast Jessica, NJ 09778",1,0,2021-07-07,2023-07-11,null,null,null,Stephaniechester,41744,null,null,null,Valid,2023-02-01 15:56:31,2023-08-05 03:41:08
1,3,679,110,877436,512,2023-10-27,2023-12-25,"550 Autumn Neck Apt. 564Cassandrastad, CT 99691",1,1,2021-07-01,2023-07-27,null,null,null,Arielshire,91889,null,null,null,Valid,2022-11-27 05:34:55,2023-10-01 21:43:44
1,2,721,501,882197,590,2021-10-16,2022-05-14,"PSC 6673, Box 6951APO AE 41395",0,1,2023-05-13,2024-01-07,null,null,null,Francisbury,30951,null,null,null,Valid,2022-09-12 13:14:31,2022-11-23 17:12:37
1,2,170,846,891813,461,2023-10-25,2023-11-18,"11522 Walls UnionPatrickmouth, NC 56947",0,1,2024-01-03,2024-01-14,null,null,null,Dunnburgh,06903,null,null,null,Valid,2022-05-09 13:20:43,2023-03-15 08:41:13
1,3,327,727,893301,268,2023-02-25,2023-11-01,"69146 Harper PikeNew Brittany, IL 38554",1,1,2023-07-26,2022-04-20,null,null,null,Port Elizabeth,48688,null,null,null,Valid,2023-02-19 22:02:35,2023-10-18 23:38:46
1,3,942,679,908835,68,2023-07-03,2023-11-03,"71028 Mary RestJordanville, MA 24207",1,0,2022-06-07,2022-07-03,null,null,null,North Anthonyburgh,74484,null,null,null,Invalid,2023-07-15 13:01:49,2023-09-25 13:31:58
1,3,428,4,909281,715,2022-05-04,2023-02-15,"752 Moreno Union Apt. 169Lake Josephfort, MS 86957",0,1,2021-09-21,2021-11-16,null,null,null,West Roberthaven,32392,null,null,null,Valid,2023-12-19 18:37:04,2024-01-03 00:17:56
1,3,342,194,922878,210,2022-10-11,2023-11-20,USS ClarkFPO AE 28999,1,1,2022-03-28,2023-05-01,null,null,null,West Matthewhaven,85432,null,null,null,Invalid,2022-11-23 16:27:55,2023-07-22 21:28:34
1,2,428,252,923339,154,2022-06-03,2023-09-07,"1958 Snyder Burgs Apt. 279East David, OR 54804",1,1,2023-06-20,2023-01-18,null,null,null,Port Laurie,08225,null,null,null,Valid,2022-11-08 04:02:48,2023-11-16 16:54:35
