Consumer_Phone_Key,Consumer_Phone_Country_Key,Consumer_Phone_Last_Update_Source_System_Key,Consumer_Phone_Last_Opt_In_Opt_Out_Update_Source_System_Key,Consumer_Phone_Mobile_Wallet_Opt_In_Opt_Out_Source_System_Code_Key,Consumer_Phone_Whatsapp_Opt_In_Opt_Out_Source_System_Code_Key,Consumer_Key,Consumer_Phone_Type_Code_Key,Consumer_Phone_Record_Valid_From_Date,Consumer_Phone_Record_Valid_To_Date,Consumer_International_Phone_Number,Consumer_Phone_Current_Record_Indicator,Consumer_Phone_Mobile_Wallet_Opt_In_Opt_Out_Indicator,Consumer_Phone_Whatsapp_Opt_In_Opt_Out_Indicator,Consumer_Phone_SMS_Opt_In_Opt_Out_Indicator,Consumer_Phone_SMS_Opt_In_Opt_Out_Update_Date,Consumer_Phone_Source_Last_Update_Date,Consumer_Phone_Country_Code_Number,Consumer_Phone_Number,Consumer_Phone_Melissa_Result_Code,Consumer_Phone_Melissa_Quality_Score_Code,Consumer_Phone_SMS_Last_Click_Timestamp,Consumer_Phone_Whatsapp_Last_Click_Timestamp,Consumer_Phone_Record_Created_Timestamp,Consumer_Phone_Record_Modified_Timestamp
1,3,576,217,866,524,224727,314,2021-12-15,2023-02-25,(754)433-5435x67583,1,1,0,1,2021-06-08,2022-06-08,0,0,null,Valid,2021-11-28 00:00:00.000000,2022-08-04 00:00:00.000000,2023-06-14 04:15:39.356793,2023-10-08 14:22:02.011425
1,1,680,673,160,770,235732,865,2023-03-11,2023-09-26,771-310-8579x86592,0,1,0,1,2021-11-30,2022-04-23,0,0,null,Invalid,2022-04-02 00:00:00.000000,2022-04-26 00:00:00.000000,2023-11-08 08:01:39.790001,2023-11-14 13:45:48.863131
1,1,422,601,184,233,252364,830,2023-11-10,2024-01-20,526-768-1627,1,1,0,0,2022-05-07,2022-09-07,0,0,null,Invalid,2021-10-25 00:00:00.000000,2023-07-31 00:00:00.000000,2022-06-25 19:28:19.247683,2022-12-11 03:23:41.133394
1,3,129,378,221,293,262515,325,2021-12-10,2022-11-10,941-769-5584x020,0,1,1,0,2023-03-19,2022-02-18,0,0,null,Valid,2023-09-06 00:00:00.000000,2023-04-21 00:00:00.000000,2021-03-02 19:24:58.102218,2022-02-23 18:59:07.818773
1,1,226,454,301,322,285114,656,2023-12-25,2024-01-12,+1-688-866-9905x4138,1,0,0,1,2023-04-22,2023-01-23,0,0,null,Invalid,2023-03-06 00:00:00.000000,2023-02-16 00:00:00.000000,2023-09-12 02:22:00.290690,2023-09-12 10:28:42.598340
1,2,456,55,631,626,285468,866,2023-02-09,2023-10-16,775.554.0677x74246,0,0,1,0,2022-06-15,2022-06-23,0,0,null,Valid,2022-11-10 00:00:00.000000,2021-08-24 00:00:00.000000,2021-07-18 18:28:24.875624,2023-01-18 22:28:26.284611
1,3,807,879,868,857,314962,917,2022-06-23,2023-10-16,+1-283-685-4387,0,0,1,1,2021-08-21,2023-04-16,0,0,null,Valid,2022-03-26 00:00:00.000000,2021-02-06 00:00:00.000000,2022-09-04 10:11:03.631948,2022-10-28 20:35:37.069001
1,1,968,655,750,852,320723,586,2021-03-22,2023-04-02,5546101919,1,0,0,0,2022-03-17,2022-07-25,0,0,null,Invalid,2023-04-14 00:00:00.000000,2021-07-27 00:00:00.000000,2022-04-01 18:01:42.092026,2023-12-19 15:54:00.434215
1,1,655,297,417,486,320975,661,2022-03-29,2023-10-01,402.677.0083,0,0,0,0,2024-01-02,2023-03-20,0,0,null,Valid,2023-11-20 00:00:00.000000,2022-05-04 00:00:00.000000,2021-12-13 13:51:13.622890,2023-05-09 11:09:31.870659
1,1,719,174,943,300,323577,805,2021-04-14,2023-03-14,+1-550-779-3318x047,0,0,0,1,2021-01-30,2021-03-30,0,0,null,Valid,2021-04-21 00:00:00.000000,2024-01-16 00:00:00.000000,2023-08-16 22:55:31.408107,2023-08-24 02:33:52.156107
1,2,903,633,43,295,325767,351,2021-03-21,2021-03-22,001-252-705-8531x32799,1,0,0,1,2022-01-30,2023-09-06,0,0,null,Valid,2023-05-26 00:00:00.000000,2023-01-26 00:00:00.000000,2023-11-22 08:59:00.035022,2024-01-23 12:06:34.814838
1,3,889,875,69,823,334135,80,2023-03-29,2023-07-24,985-463-5403,1,0,0,0,2021-02-06,2023-10-29,0,0,null,Valid,2022-08-09 00:00:00.000000,2021-08-08 00:00:00.000000,2023-04-28 06:41:49.024015,2023-10-15 04:08:31.640628
1,2,529,969,139,328,343462,631,2021-12-30,2022-05-15,810.970.5708x3886,0,0,1,1,2022-01-26,2023-01-19,0,0,null,Valid,2023-11-18 00:00:00.000000,2022-03-26 00:00:00.000000,2021-07-24 03:37:25.656659,2022-06-30 22:25:31.454254
1,3,743,729,241,501,376051,487,2022-09-18,2023-10-09,(484)515-1483x592,1,1,1,1,2021-04-13,2023-10-15,0,0,null,Valid,2022-05-29 00:00:00.000000,2024-01-02 00:00:00.000000,2023-02-08 00:35:15.142809,2023-07-19 04:51:45.895370
1,2,25,267,110,734,389073,257,2023-07-13,2023-11-15,+1-201-692-7103x087,1,1,1,1,2023-04-15,2023-10-23,0,0,null,Valid,2021-05-06 00:00:00.000000,2021-03-02 00:00:00.000000,2021-04-11 20:28:52.377939,2022-06-29 21:58:01.211133
1,1,82,964,150,225,393783,700,2022-05-14,2022-09-07,+1-895-764-3334x0535,0,1,0,0,2021-05-16,2021-05-22,0,0,null,Valid,2022-10-07 00:00:00.000000,2023-06-20 00:00:00.000000,2023-10-18 15:12:00.471053,2024-01-23 16:50:14.479520
1,1,897,609,643,228,425033,33,2022-12-27,2023-08-28,001-940-648-5629x97439,1,1,1,1,2022-11-04,2021-04-13,0,0,null,Valid,2022-10-14 00:00:00.000000,2023-07-16 00:00:00.000000,2022-03-22 08:45:56.444920,2022-03-23 22:48:52.394170
1,2,388,29,62,250,439650,176,2023-10-29,2023-11-15,983.954.8304x3572,0,1,0,1,2023-01-31,2022-06-23,0,0,null,Valid,2023-08-24 00:00:00.000000,2021-05-05 00:00:00.000000,2022-10-15 03:20:27.712206,2023-07-25 09:37:56.982028
1,3,199,733,520,461,442930,218,2022-05-07,2023-08-14,910.732.9575,1,0,1,1,2022-08-06,2022-07-29,0,0,null,Valid,2022-02-01 00:00:00.000000,2021-10-20 00:00:00.000000,2021-11-13 20:46:58.585939,2022-11-08 11:03:26.681376
1,1,148,523,414,200,462074,610,2023-11-19,2024-01-10,510.400.8726x71321,1,0,0,0,2021-09-13,2022-07-21,0,0,null,Valid,2021-08-01 00:00:00.000000,2022-08-29 00:00:00.000000,2023-03-19 14:55:26.162890,2023-10-20 00:25:31.205064
1,2,542,535,938,368,463915,9,2021-05-24,2023-08-24,(702)867-0863x12750,0,0,0,1,2023-04-12,2021-12-17,0,0,null,Valid,2022-03-27 00:00:00.000000,2022-11-09 00:00:00.000000,2022-03-28 08:03:57.707473,2022-10-27 13:46:22.214993
1,1,267,606,986,597,468553,235,2021-07-18,2022-02-11,001-447-611-3804,0,0,1,1,2021-11-13,2021-05-17,0,0,null,Invalid,2021-04-29 00:00:00.000000,2023-01-06 00:00:00.000000,2021-07-25 16:16:12.545454,2023-06-01 23:40:19.153078
1,2,228,804,625,689,540059,117,2023-12-03,2023-12-30,+1-675-938-0009x581,0,0,0,0,2021-08-20,2021-04-13,0,0,null,Valid,2022-09-23 00:00:00.000000,2021-11-15 00:00:00.000000,2023-08-21 02:54:00.441052,2023-12-10 03:49:13.232971
1,3,503,36,514,604,540436,916,2022-09-14,2023-10-10,(667)753-4753,1,1,0,1,2023-06-03,2024-01-21,0,0,null,Valid,2022-12-30 00:00:00.000000,2021-04-05 00:00:00.000000,2022-08-24 10:54:43.435911,2022-09-02 00:25:09.887759
1,3,137,410,194,282,550584,126,2021-05-12,2023-05-19,673.202.9091,1,0,0,1,2021-09-08,2022-04-06,0,0,null,Valid,2022-04-15 00:00:00.000000,2022-02-08 00:00:00.000000,2021-07-25 04:40:08.190798,2023-05-20 21:23:18.752865
1,2,965,175,674,770,570161,365,2021-10-11,2023-01-04,563-512-3843,0,0,1,1,2022-12-22,2022-09-04,0,0,null,Invalid,2021-01-25 00:00:00.000000,2023-11-08 00:00:00.000000,2022-10-15 16:48:48.219736,2023-12-20 02:54:18.807664
1,1,713,939,985,786,581470,435,2021-10-01,2023-06-18,770-358-3889,0,0,1,1,2023-02-22,2023-09-12,0,0,null,Valid,2021-09-03 00:00:00.000000,2021-07-04 00:00:00.000000,2023-10-29 08:27:09.249531,2023-11-14 18:52:47.435958
1,1,486,486,326,869,585220,331,2021-04-18,2023-04-27,001-225-562-0853x428,1,0,1,1,2023-06-15,2022-08-10,0,0,null,Valid,2021-04-07 00:00:00.000000,2023-04-19 00:00:00.000000,2022-02-13 09:30:52.415689,2023-11-09 01:28:18.209160
1,1,201,992,858,477,596803,863,2023-07-21,2023-10-29,+1-441-295-4182x7211,1,1,1,0,2023-08-11,2023-06-08,0,0,null,Valid,2021-11-15 00:00:00.000000,2021-09-26 00:00:00.000000,2021-11-27 06:26:17.041020,2023-05-29 01:19:46.960809
1,3,459,451,487,323,596943,997,2021-04-19,2022-08-15,296-906-9659x44352,1,1,0,1,2023-06-18,2023-02-17,0,0,null,Valid,2022-09-13 00:00:00.000000,2021-09-09 00:00:00.000000,2023-11-05 01:19:29.042801,2023-12-02 23:51:38.340578
1,3,753,292,719,719,612864,453,2021-02-10,2023-07-30,+1-304-681-7559x5431,0,1,1,1,2021-12-09,2022-11-05,0,0,null,Valid,2022-06-20 00:00:00.000000,2023-05-11 00:00:00.000000,2021-03-15 19:58:14.876490,2022-01-10 11:59:09.797910
1,1,204,745,212,869,613089,13,2023-01-23,2023-10-18,(571)910-8182,0,0,1,1,2023-08-04,2022-11-26,0,0,null,Valid,2021-12-05 00:00:00.000000,2023-11-03 00:00:00.000000,2021-06-27 04:42:47.281193,2023-02-08 18:21:27.409342
1,1,692,218,249,469,616319,118,2023-04-23,2023-04-28,001-885-462-2041x4938,0,0,1,0,2021-03-19,2021-07-11,0,0,null,Valid,2021-02-17 00:00:00.000000,2021-11-13 00:00:00.000000,2021-11-24 13:25:30.080340,2023-10-30 00:40:10.611484
1,3,336,363,612,334,623007,880,2022-04-05,2023-03-08,(495)967-7827x194,1,0,1,0,2022-11-10,2022-12-06,0,0,null,Valid,2021-07-08 00:00:00.000000,2023-10-28 00:00:00.000000,2022-06-07 08:00:09.206170,2023-04-28 21:51:22.857453
1,3,754,792,528,209,630776,826,2023-06-27,2023-10-27,(768)674-9613x763,0,0,0,0,2021-03-08,2023-12-06,0,0,null,Valid,2021-12-24 00:00:00.000000,2023-05-06 00:00:00.000000,2023-01-20 20:50:14.242787,2023-03-12 13:12:00.518975
1,3,913,85,453,836,650568,929,2021-02-21,2021-11-27,392.936.4553,1,1,1,0,2022-09-07,2022-11-07,0,0,null,Valid,2021-02-13 00:00:00.000000,2023-08-08 00:00:00.000000,2021-04-04 08:27:20.878467,2022-11-05 08:13:01.697459
1,2,16,592,319,48,670520,491,2022-07-20,2023-04-30,839-651-6630x8480,1,1,0,0,2022-10-13,2023-08-06,0,0,null,Valid,2023-06-08 00:00:00.000000,2021-10-28 00:00:00.000000,2023-02-09 13:35:29.193783,2023-04-05 15:47:43.822449
1,3,967,28,618,297,673617,230,2023-03-18,2023-12-12,+1-781-213-1450x5249,0,0,1,0,2021-09-21,2023-01-07,0,0,null,Valid,2021-08-25 00:00:00.000000,2024-01-19 00:00:00.000000,2023-03-06 01:34:02.087243,2023-09-25 07:51:12.516231
1,2,522,609,426,409,674348,62,2021-09-18,2022-09-24,001-480-219-2961x566,0,1,1,1,2023-04-01,2021-10-18,0,0,null,Valid,2022-09-04 00:00:00.000000,2023-10-22 00:00:00.000000,2023-04-29 02:18:28.964398,2024-01-13 12:15:34.491513
1,3,269,107,501,875,674719,924,2021-11-24,2023-11-28,001-436-868-5652x638,0,1,1,0,2022-05-30,2023-11-27,0,0,null,Valid,2022-04-18 00:00:00.000000,2021-12-09 00:00:00.000000,2022-10-10 07:21:01.069662,2023-10-05 01:26:20.453969
1,3,67,119,982,975,684877,243,2022-05-12,2022-11-26,001-797-449-9849,1,1,1,0,2022-09-22,2022-06-03,0,0,null,Invalid,2023-04-11 00:00:00.000000,2021-08-09 00:00:00.000000,2023-05-10 05:29:27.991875,2023-10-05 17:46:48.243807
1,3,479,726,727,884,689048,276,2021-02-27,2022-10-19,673.509.2972x1522,1,1,1,0,2022-03-04,2023-03-17,0,0,null,Valid,2023-10-11 00:00:00.000000,2022-10-25 00:00:00.000000,2022-01-08 20:54:57.953647,2023-08-25 13:52:31.527175
1,1,482,53,99,54,689515,113,2022-09-04,2024-01-10,718-614-9212x976,1,0,1,0,2022-03-27,2022-09-01,0,0,null,Valid,2023-04-26 00:00:00.000000,2022-09-11 00:00:00.000000,2023-05-09 23:54:35.446888,2023-06-30 08:10:59.163539
1,2,643,236,310,379,695110,499,2023-06-20,2023-08-20,+1-856-459-8933x9233,1,1,1,0,2021-06-03,2021-05-03,0,0,null,Invalid,2021-05-26 00:00:00.000000,2021-02-07 00:00:00.000000,2022-12-22 08:10:15.468092,2023-08-18 19:21:14.452880
1,2,452,828,133,38,699155,47,2023-05-03,2023-10-13,525.391.6593,1,0,1,1,2021-02-17,2022-01-23,0,0,null,Valid,2022-11-13 00:00:00.000000,2021-10-18 00:00:00.000000,2021-09-04 06:34:18.890829,2021-12-20 18:55:39.086309
1,3,806,567,495,864,702248,797,2022-12-12,2023-01-25,(209)800-4618,1,1,0,1,2022-08-27,2023-05-14,0,0,null,Invalid,2021-10-26 00:00:00.000000,2023-05-19 00:00:00.000000,2022-06-09 15:20:54.773225,2022-09-02 01:54:04.917888
1,2,929,884,792,277,745786,872,2024-01-13,2024-01-23,276-864-3052x18609,1,0,1,0,2022-01-23,2022-08-08,0,0,null,Valid,2023-07-05 00:00:00.000000,2022-08-17 00:00:00.000000,2022-01-21 16:51:46.541296,2023-08-04 14:19:21.480159
1,2,780,30,864,813,746029,902,2021-06-26,2022-01-04,804.743.8729,1,1,0,1,2021-11-23,2023-11-18,0,0,null,Valid,2023-04-06 00:00:00.000000,2022-01-07 00:00:00.000000,2022-11-27 13:12:10.196917,2022-12-31 04:20:23.969970
1,1,57,239,676,944,749797,578,2023-06-13,2023-08-07,001-226-676-4847x865,0,0,0,1,2022-11-05,2021-04-27,0,0,null,Valid,2021-12-10 00:00:00.000000,2022-05-27 00:00:00.000000,2021-05-15 18:55:57.015528,2023-06-15 09:27:28.295194
1,3,468,301,610,382,750442,40,2021-07-16,2021-09-30,+1-343-557-6411x8350,0,1,0,0,2023-03-11,2022-05-28,0,0,null,Valid,2023-08-10 00:00:00.000000,2021-09-29 00:00:00.000000,2023-02-28 22:48:09.183633,2023-04-05 03:27:10.948296
1,2,654,344,861,596,764718,684,2022-06-11,2023-08-09,396-278-6887,1,1,1,1,2022-04-17,2022-10-26,0,0,null,Valid,2021-05-30 00:00:00.000000,2022-07-23 00:00:00.000000,2021-02-10 03:05:24.744241,2021-08-16 05:16:02.855996
1,1,600,596,133,567,764833,442,2022-04-09,2022-08-11,859-500-0193,1,0,1,1,2022-09-10,2022-10-23,0,0,null,Valid,2021-04-13 00:00:00.000000,2022-05-26 00:00:00.000000,2023-11-12 01:37:31.215940,2024-01-16 10:55:45.296573
1,3,18,778,950,66,779151,879,2022-07-19,2022-12-22,(725)799-2820x32438,1,0,1,0,2022-12-23,2023-12-10,0,0,null,Valid,2021-12-20 00:00:00.000000,2022-07-25 00:00:00.000000,2023-09-11 13:34:04.136173,2024-01-04 14:06:20.282929
1,1,187,752,981,671,786018,659,2021-03-08,2022-10-26,329-977-0752,0,0,1,1,2021-07-12,2021-05-02,0,0,null,Valid,2021-10-05 00:00:00.000000,2023-02-15 00:00:00.000000,2021-02-10 02:50:33.761488,2021-02-16 12:40:58.291753
1,2,690,969,11,31,792208,579,2021-02-10,2022-10-16,+1-217-816-9004x4426,0,0,1,1,2021-09-10,2021-09-11,0,0,null,Valid,2021-04-16 00:00:00.000000,2022-03-07 00:00:00.000000,2022-07-27 14:57:06.567648,2023-08-14 08:01:09.975355
1,2,481,167,62,645,800415,832,2023-11-27,2023-12-02,001-458-566-9772x3767,0,1,1,0,2021-04-29,2022-12-23,0,0,null,Valid,2022-09-21 00:00:00.000000,2021-10-13 00:00:00.000000,2023-11-21 05:34:22.966431,2023-12-20 00:58:23.798134
1,3,34,193,781,650,817753,344,2022-03-26,2023-01-10,+1-716-491-7106,1,0,0,0,2021-01-31,2022-04-28,0,0,null,Valid,2021-03-04 00:00:00.000000,2023-05-04 00:00:00.000000,2023-05-31 16:35:10.875297,2023-12-07 10:56:35.242362
1,1,195,912,585,885,839766,331,2022-12-13,2023-05-26,2615842484,1,0,0,1,2021-09-27,2022-10-24,0,0,null,Valid,2022-09-17 00:00:00.000000,2022-01-06 00:00:00.000000,2022-01-27 15:42:06.985821,2023-10-11 00:33:01.842921
1,1,498,420,900,277,846123,353,2024-01-22,2024-01-23,(870)653-5653x15072,0,0,0,1,2021-06-28,2023-05-25,0,0,null,Valid,2022-10-15 00:00:00.000000,2023-03-09 00:00:00.000000,2022-11-29 07:28:49.464416,2023-11-04 20:52:49.945078
1,1,635,137,453,212,846593,301,2023-02-17,2023-10-20,(383)871-4881x9749,1,1,0,1,2021-06-23,2022-09-21,0,0,null,Invalid,2021-02-20 00:00:00.000000,2022-10-11 00:00:00.000000,2022-05-15 17:44:46.105676,2023-02-01 18:41:06.576182
1,2,173,260,137,212,847142,973,2022-07-15,2022-08-31,(494)471-6463x053,0,0,1,0,2021-06-01,2021-03-29,0,0,null,Valid,2023-08-24 00:00:00.000000,2021-06-27 00:00:00.000000,2021-10-05 20:10:41.404140,2023-07-18 13:42:26.538534
